age,workclass,education,marital_status,occupation,relationship,race,sex,capital_change,hours_per_week,native_country,target
31,Private,0,Divorced,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,0
29,Local-gov,2,Never-married,Protective-serv,Not-in-family,White,Male,equal to 0,56,United-States,0
21,Private,1,Never-married,Sales,Own-child,White,Male,equal to 0,45,United-States,0
27,Private,2,Never-married,Tech-support,Unmarried,Black,Female,equal to 0,40,United-States,0
65,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,16,United-States,0
37,Self-emp-inc,2,Divorced,Sales,Not-in-family,White,Female,equal to 0,60,United-States,0
39,Private,3,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,between 0 and 50K,40,United-States,0
24,Private,0,Never-married,Craft-repair,Own-child,White,Male,equal to 0,40,United-States,0
38,Private,0,Divorced,Sales,Not-in-family,White,Male,equal to 0,80,United-States,0
48,Private,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,between 0 and 50K,40,United-States,1
21,Private,1,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,equal to 0,25,United-States,0
31,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,45,United-States,1
55,Private,0,Married-civ-spouse,Sales,Husband,White,Male,between 0 and 50K,40,United-States,1
24,Private,1,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,equal to 0,40,Laos,0
43,Private,0,Divorced,Adm-clerical,Not-in-family,White,Female,equal to 0,40,United-States,0
26,Private,1,Never-married,Tech-support,Not-in-family,White,Male,equal to 0,45,United-States,0
46,Private,1,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,33,United-States,0
35,Private,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,1
41,Self-emp-inc,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,54,United-States,1
26,Private,2,Never-married,Sales,Not-in-family,White,Male,equal to 0,40,United-States,0
34,Private,3,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,between 0 and 50K,35,Taiwan,1
19,Private,1,Never-married,Prof-specialty,Own-child,Black,Female,equal to 0,25,United-States,0
36,Self-emp-not-inc,2,Divorced,Prof-specialty,Not-in-family,Black,Female,equal to 0,40,United-States,1
22,Private,1,Never-married,Sales,Own-child,White,Male,equal to 0,15,United-States,0
24,Private,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,equal to 0,40,United-States,0
77,Self-emp-not-inc,1,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,0
22,Private,0,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,equal to 0,40,Mexico,0
29,Private,1,Never-married,Tech-support,Not-in-family,White,Female,equal to 0,40,United-States,0
62,Private,0,Widowed,Other-service,Not-in-family,White,Female,equal to 0,24,United-States,0
39,Self-emp-not-inc,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,0
43,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,between -50K and 0,50,United-States,0
35,Private,0,Divorced,Transport-moving,Not-in-family,White,Male,equal to 0,45,United-States,0
29,Private,0,Never-married,Exec-managerial,Not-in-family,White,Female,equal to 0,40,United-States,0
76,Self-emp-not-inc,3,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,10,United-States,0
63,Self-emp-not-inc,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,45,United-States,0
23,Private,1,Never-married,Prof-specialty,Own-child,Black,Female,equal to 0,15,United-States,0
43,Private,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,between -50K and 0,50,United-States,1
58,Self-emp-not-inc,0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,equal to 0,40,United-States,0
66,Private,0,Never-married,Transport-moving,Not-in-family,White,Male,between 0 and 50K,55,United-States,0
41,Private,1,Never-married,Craft-repair,Not-in-family,Black,Male,equal to 0,45,United-States,0
26,Private,2,Never-married,Adm-clerical,Not-in-family,White,Male,equal to 0,40,United-States,0
47,Private,1,Never-married,Other-service,Not-in-family,White,Male,equal to 0,40,United-States,0
55,Local-gov,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,0
53,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,40,United-States,0
17,Private,0,Never-married,Other-service,Other-relative,White,Male,equal to 0,48,Mexico,0
30,Private,0,Never-married,Craft-repair,Other-relative,White,Male,equal to 0,40,United-States,0
49,Private,3,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,60,United-States,0
19,Private,0,Never-married,Sales,Unmarried,Black,Male,equal to 0,30,Haiti,0
45,Private,0,Married-civ-spouse,Other-service,Husband,Black,Male,equal to 0,40,United-States,0
26,Private,1,Never-married,Sales,Not-in-family,White,Male,equal to 0,40,United-States,0
38,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,between 0 and 50K,40,United-States,1
36,State-gov,0,Married-civ-spouse,Protective-serv,Husband,White,Male,between 0 and 50K,40,United-States,1
33,Private,0,Never-married,Farming-fishing,Not-in-family,White,Male,equal to 0,20,United-States,0
22,State-gov,1,Never-married,Protective-serv,Own-child,Black,Female,equal to 0,40,United-States,0
43,Self-emp-not-inc,2,Never-married,Sales,Not-in-family,White,Male,equal to 0,42,United-States,0
67,Private,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,8,United-States,0
30,Private,1,Divorced,Prof-specialty,Unmarried,White,Female,equal to 0,40,United-States,0
56,Private,1,Married-spouse-absent,Other-service,Not-in-family,White,Male,equal to 0,25,Iran,0
31,Private,2,Never-married,Prof-specialty,Own-child,White,Male,equal to 0,25,United-States,0
33,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
26,Private,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,40,United-States,0
33,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
46,Local-gov,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,30,United-States,0
59,Private,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
38,Federal-gov,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,1
65,Private,0,Widowed,Other-service,Unmarried,Other,Male,equal to 0,40,United-States,0
40,Private,1,Married-civ-spouse,Tech-support,Husband,White,Male,equal to 0,40,United-States,1
42,Private,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,equal to 0,35,United-States,0
26,Self-emp-not-inc,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,Portugal,0
36,Private,0,Married-civ-spouse,Other-service,Wife,White,Female,equal to 0,24,United-States,0
62,Private,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
43,Private,2,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,45,United-States,0
43,Private,2,Divorced,Exec-managerial,Not-in-family,White,Male,between -50K and 0,45,United-States,1
22,Private,0,Married-spouse-absent,Sales,Not-in-family,White,Male,equal to 0,55,United-States,0
28,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
56,Self-emp-not-inc,1,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,45,United-States,0
22,Private,1,Never-married,Sales,Not-in-family,White,Female,equal to 0,15,United-States,0
57,Private,2,Divorced,Exec-managerial,Not-in-family,White,Female,equal to 0,45,United-States,1
39,Private,0,Divorced,Sales,Unmarried,White,Female,equal to 0,40,United-States,0
26,Federal-gov,1,Never-married,Adm-clerical,Unmarried,White,Female,equal to 0,15,United-States,0
17,Private,0,Never-married,Other-service,Own-child,White,Male,equal to 0,10,United-States,0
40,State-gov,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,38,United-States,1
45,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,equal to 0,40,United-States,0
44,Private,0,Never-married,Craft-repair,Not-in-family,Black,Male,equal to 0,40,United-States,0
20,Local-gov,1,Never-married,Adm-clerical,Own-child,White,Female,equal to 0,10,United-States,0
33,Private,0,Married-civ-spouse,Craft-repair,Wife,White,Female,equal to 0,40,United-States,0
23,Private,1,Never-married,Sales,Not-in-family,White,Male,equal to 0,40,United-States,0
46,Self-emp-not-inc,3,Divorced,Exec-managerial,Not-in-family,White,Male,equal to 0,30,United-States,0
38,Private,0,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,50,United-States,0
54,Private,0,Divorced,Transport-moving,Not-in-family,White,Male,equal to 0,40,United-States,0
46,Private,0,Divorced,Craft-repair,Not-in-family,White,Female,between -50K and 0,45,United-States,0
25,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
46,Private,1,Divorced,Sales,Not-in-family,White,Female,equal to 0,40,United-States,0
36,Local-gov,1,Married-civ-spouse,Transport-moving,Wife,White,Female,equal to 0,40,United-States,0
23,Private,0,Never-married,Other-service,Not-in-family,White,Female,equal to 0,25,United-States,0
29,Private,0,Separated,Machine-op-inspct,Not-in-family,White,Male,equal to 0,40,United-States,0
44,Private,1,Married-civ-spouse,Adm-clerical,Wife,White,Female,between -50K and 0,6,United-States,1
19,Private,1,Never-married,Adm-clerical,Own-child,White,Female,equal to 0,16,United-States,0
19,Private,0,Never-married,Other-service,Other-relative,White,Female,equal to 0,40,United-States,0
35,Private,0,Married-civ-spouse,Other-service,Wife,White,Female,equal to 0,40,United-States,1
27,Private,2,Never-married,Craft-repair,Not-in-family,White,Male,equal to 0,50,United-States,0
46,Self-emp-not-inc,1,Separated,Craft-repair,Not-in-family,White,Male,equal to 0,40,United-States,0
34,State-gov,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,between 0 and 50K,45,United-States,1
34,Private,0,Never-married,Other-service,Not-in-family,White,Female,equal to 0,35,United-States,0
44,Private,1,Married-civ-spouse,Tech-support,Husband,White,Male,equal to 0,40,United-States,0
45,Private,1,Divorced,Handlers-cleaners,Unmarried,White,Female,equal to 0,40,United-States,0
20,Private,0,Never-married,Prof-specialty,Other-relative,White,Female,equal to 0,35,United-States,0
25,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,55,United-States,1
52,Self-emp-inc,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,50,United-States,1
20,Private,1,Never-married,Handlers-cleaners,Own-child,White,Male,equal to 0,40,United-States,0
28,Private,1,Never-married,Other-service,Not-in-family,White,Female,equal to 0,40,United-States,0
50,State-gov,2,Married-civ-spouse,Protective-serv,Husband,White,Male,equal to 0,40,United-States,1
34,Private,1,Divorced,Tech-support,Not-in-family,White,Female,equal to 0,64,United-States,0
28,Private,0,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,between -50K and 0,40,Puerto-Rico,0
41,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,between -50K and 0,65,United-States,1
28,Private,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,0
46,Self-emp-not-inc,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,25,United-States,0
28,Private,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,between -50K and 0,40,United-States,1
32,Private,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,50,United-States,0
41,Local-gov,1,Divorced,Other-service,Not-in-family,Black,Female,equal to 0,24,United-States,0
24,Private,0,Never-married,Handlers-cleaners,Unmarried,Black,Female,equal to 0,40,United-States,0
33,Private,1,Divorced,Exec-managerial,Unmarried,White,Female,equal to 0,40,United-States,0
46,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,between 0 and 50K,60,United-States,1
31,State-gov,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,0
35,Private,0,Divorced,Craft-repair,Not-in-family,White,Male,equal to 0,50,United-States,1
52,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,Mexico,0
30,Private,0,Never-married,Other-service,Own-child,White,Female,equal to 0,19,United-States,0
34,Local-gov,0,Separated,Machine-op-inspct,Not-in-family,Black,Male,equal to 0,40,United-States,0
34,State-gov,0,Divorced,Transport-moving,Unmarried,White,Female,equal to 0,40,United-States,0
20,Private,1,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,30,United-States,0
17,Private,0,Never-married,Handlers-cleaners,Own-child,White,Male,between 0 and 50K,18,United-States,0
32,State-gov,2,Married-civ-spouse,Exec-managerial,Wife,White,Female,equal to 0,40,United-States,1
29,Private,0,Divorced,Farming-fishing,Not-in-family,White,Male,equal to 0,40,United-States,0
33,Private,0,Never-married,Craft-repair,Unmarried,White,Female,equal to 0,35,United-States,0
25,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,60,United-States,0
36,Federal-gov,3,Never-married,Prof-specialty,Not-in-family,White,Male,between -50K and 0,40,United-States,0
23,Private,0,Never-married,Handlers-cleaners,Not-in-family,White,Male,equal to 0,72,Dominican-Republic,0
63,Self-emp-inc,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
47,Local-gov,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,0
80,Private,0,Widowed,Prof-specialty,Not-in-family,White,Male,equal to 0,24,United-States,0
17,Private,0,Never-married,Prof-specialty,Own-child,White,Male,equal to 0,40,United-States,0
40,Self-emp-not-inc,2,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,between 0 and 50K,40,United-States,0
30,Private,1,Married-civ-spouse,Other-service,Wife,White,Female,equal to 0,25,United-States,1
27,Private,1,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,between -50K and 0,40,Philippines,0
33,Private,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,50,United-States,1
34,Local-gov,0,Never-married,Farming-fishing,Not-in-family,Black,Male,between 0 and 50K,60,United-States,0
34,Local-gov,1,Never-married,Protective-serv,Not-in-family,White,Female,equal to 0,40,United-States,0
23,Private,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,0
42,Local-gov,1,Married-civ-spouse,Adm-clerical,Wife,White,Female,equal to 0,40,United-States,0
29,Private,2,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,40,United-States,0
45,Private,0,Divorced,Adm-clerical,Not-in-family,White,Female,equal to 0,28,United-States,0
24,Federal-gov,0,Never-married,Armed-Forces,Own-child,White,Male,equal to 0,40,United-States,0
44,Private,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
27,Private,0,Never-married,Craft-repair,Other-relative,White,Male,equal to 0,40,Mexico,0
20,Private,1,Never-married,Sales,Not-in-family,White,Male,equal to 0,35,United-States,0
44,Private,0,Widowed,Exec-managerial,Unmarried,Black,Female,equal to 0,40,United-States,0
51,Private,0,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,equal to 0,40,United-States,0
20,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,0
17,Private,0,Never-married,Prof-specialty,Own-child,White,Female,equal to 0,5,United-States,0
19,Private,0,Never-married,Machine-op-inspct,Own-child,Black,Female,equal to 0,40,United-States,0
45,Self-emp-inc,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,55,United-States,1
60,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,1
42,Private,1,Married-civ-spouse,Exec-managerial,Husband,Black,Male,equal to 0,40,United-States,1
44,Self-emp-not-inc,0,Married-civ-spouse,Sales,Wife,White,Female,equal to 0,40,United-States,1
40,Private,1,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,equal to 0,40,United-States,1
30,Private,0,Married-civ-spouse,Exec-managerial,Wife,White,Female,equal to 0,40,United-States,0
38,Private,1,Married-civ-spouse,Transport-moving,Husband,Black,Male,equal to 0,50,United-States,0
23,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,60,United-States,0
32,Private,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,0
44,Private,1,Never-married,Farming-fishing,Own-child,White,Male,equal to 0,40,United-States,0
54,Local-gov,0,Married-civ-spouse,Transport-moving,Husband,Black,Male,equal to 0,40,United-States,0
32,Private,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,50,United-States,0
50,Private,0,Married-spouse-absent,Craft-repair,Unmarried,White,Male,equal to 0,40,United-States,0
24,Private,2,Never-married,Tech-support,Not-in-family,White,Female,equal to 0,20,United-States,0
37,Private,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,equal to 0,60,United-States,0
52,Private,0,Divorced,Transport-moving,Unmarried,White,Male,equal to 0,40,United-States,0
